Date;Récépissé;Remettant;Code agence entrée;Agence gestion;Agence sortie;Code produit;Destinataire;Pays;CP;Ville;N. UM;N. Palette;Poids;C.R.;Encaissement;Date encaissement;Solde;Paiement;Chèque paiement
12/12/2020;2018411870;3805 - INTER LENS;1-292;1;65;ECR;IZRY OPTIQUE(MR AIT HMID);MA;45800;TINGHIR;1;0;2;436.5;436.5;15/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
11/12/2020;2018411862;3805 - INTER LENS;1-292;1;3;ECR;OPTIC IMZOUREN;MA;32250;IMZOUREN;1;0;2;315;315;18/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
11/12/2020;2018411852;3805 - INTER LENS;1-292;1;65;ECR;IZRY OPTIQUE(MR AIT HMID);MA;45800;TINGHIR;1;0;2;1 010.50;1010.5;15/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
10/12/2020;2018411823;3805 - INTER LENS;1-292;1;02-févr;ECR;ZOUHAIR OPTIC;MA;80000;AGADIR;1;0;2;415;415;22/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
01/12/2020;2018411470;3805 - INTER LENS;1-292;1;21;ECR;BITAR MOHAMED  2;MA;60000;OUJDA;1;0;2;300;300;24/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
13/11/2020;2018410925;3805 - INTER LENS;1-292;1;68;ECR;OPTIQUE DARAA MR BAKASS BRAHIM;MA;47900;ZAGORA;1;0;2;328.5;328.5;17/12/2020;05/01/2021;30/12/2020 // Réf: 224728;V20201902
25/12/2020;1012371445;3808 - MULTI LENS;1-292;1;78;ECR;EL GHAZOUANI OPTIQUE;MA;24000;EL JADIDA;1;0;2;440;440;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1012371441;3808 - MULTI LENS;1-292;1;1-299;ECR;MANAR OPT;MA;26050;BEN AHMED;1;0;2;674.3;674.3;28/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1012371435;3808 - MULTI LENS;1-292;1;16;ECR;OPTIMAD;MA;50000;MEKNES;1;0;2;105;105;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1012371442;3808 - MULTI LENS;1-292;1;28;ECC;AL OUMA OPTIC;MA;93000;TETOUAN;1;0;2;1 096.00;1096;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1013591349;3808 - MULTI LENS;1-292;1;10;ECR;ESSALAM OPTIQUE;MA;52000;ERRACHIDIA;1;0;2;669.2;669.2;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1013591350;3808 - MULTI LENS;1-292;1;78;ECR;BEN CHEKCHOU OPT;MA;24000;EL JADIDA;1;0;2;390;390;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
25/12/2020;1013591346;3808 - MULTI LENS;1-292;1;57;ECR;MADIHA OPTIQUE;MA;26000;SETTAT;1;0;2;290;290;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591335;3808 - MULTI LENS;1-292;1;1-299;ECR;MANAR BEN HMED;MA;26050;BEN AHMED;1;0;1.2;761.9;761.9;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591325;3808 - MULTI LENS;1-292;1;27;ECR;LEMRABET OP;MA;90000;TANGER;1;0;1.2;440;440;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591319;3808 - MULTI LENS;1-292;1;18;ECR;ENNOUR OP;MA;45000;OUARZAZATE;1;0;1.2;248.85;248.85;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591320;3808 - MULTI LENS;1-292;1;57;ECR;EL AMAL;MA;26000;SETTAT;1;0;1.2;232.4;232.4;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591323;3808 - MULTI LENS;1-292;1;2;ECR;TILILA OPTIC;MA;80000;AGADIR;1;0;1.2;1 470.00;1470;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591321;3808 - MULTI LENS;1-292;1;16;ECR;RAZAKI OP;MA;50000;MEKNES;1;0;1.2;600;600;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591331;3808 - MULTI LENS;1-292;1;28;ECC;AL OUMA OP;MA;93000;TETOUAN;1;0;1.2;487;487;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591312;3808 - MULTI LENS;1-292;1;16;ECR;OPTIMAD;MA;50000;MEKNES;1;0;1.2;395;395;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591309;3808 - MULTI LENS;1-292;1;13;ECR;RIHAM NOUR;MA;30000;FES;1;0;1.2;1 120.00;1120;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591307;3808 - MULTI LENS;1-292;1;13;ECR;ZINEB VISION;MA;30000;FES;1;0;1.2;110;110;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591306;3808 - MULTI LENS;1-292;1;57;ECR;MADIHA OP;MA;26000;SETTAT;1;0;1.2;510;510;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591304;3808 - MULTI LENS;1-292;1;28;ECR;ADDOU VISION;MA;93000;TETOUAN;1;0;1.2;390;390;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591311;3808 - MULTI LENS;1-292;1;10;ECR;RIAD OP;MA;54350;MIDELT;1;0;1.2;240.8;240.8;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
24/12/2020;1013591313;3808 - MULTI LENS;1-292;1;10;ECR;ITQUANE OP;MA;52000;ERRACHIDIA;1;0;1.2;1 381.00;1381;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371425;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;1.2;746.8;746.8;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371422;3808 - MULTI LENS;1-292;1;18;ECR;ESSALAM OP;MA;45000;OUARZAZATE;1;0;1.2;287;287;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371405;3808 - MULTI LENS;1-292;1;23;ECR;NOUR OP;MA;46000;SAFI;1;0;1.2;992;992;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371415;3808 - MULTI LENS;1-292;1;16;ECR;RAZAKI OPTIC;MA;50000;MEKNES;1;0;1.2;780;780;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371411;3808 - MULTI LENS;1-292;1;23;ECR;OPTIQUE KENNEDYN;MA;46000;SAFI;1;0;1.2;1 582.00;1582;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371407;3808 - MULTI LENS;1-292;1;10;ECR;RIAD OP;MA;54350;MIDELT;1;0;1.2;434;434;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1013591297;3808 - MULTI LENS;1-292;1;78;ECR;CENTRE DOPTIQUE MEDICALE;MA;24000;EL JADIDA;1;0;1.2;1 824.00;1824;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371406;3808 - MULTI LENS;1-292;1;13;ECR;RIHAM NOUR;MA;30000;FES;1;0;1.2;840;840;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371403;3808 - MULTI LENS;1-292;1;4;ECR;LABEL OPTIC;MA;23000;BENI MELLAL;1;0;1.2;390;390;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1012371410;3808 - MULTI LENS;1-292;1;27;ECR;OPTYS;MA;90000;TANGER;1;0;1.2;1 596.00;1596;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1013591298;3808 - MULTI LENS;1-292;1;1-299;ECR;DANI OPTIC;MA;26400;HAD SOUALEM;1;0;1.2;390;390;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
23/12/2020;1013591300;3808 - MULTI LENS;1-292;1;28;ECR;ZOPTIC;MA;93000;TETOUAN;1;0;1.2;1 650.00;1650;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591295;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;2;887.6;887.6;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591289;3808 - MULTI LENS;1-292;1;1-299;ECR;MANAR OPT;MA;26050;BEN AHMED;1;0;2;474.6;474.6;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591292;3808 - MULTI LENS;1-292;1;13;ECR;MARIE VISION;MA;30000;FES;1;0;2;125;125;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591285;3808 - MULTI LENS;1-292;1;57;ECR;EL AMAL;MA;26000;SETTAT;1;0;2;181.2;181.2;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591283;3808 - MULTI LENS;1-292;1;16;ECR;SGMO;MA;50000;MEKNES;1;0;2;390;390;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591278;3808 - MULTI LENS;1-292;1;78;ECR;MAZAGAN VISION;MA;24000;EL JADIDA;1;0;2;125;125;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591296;3808 - MULTI LENS;1-292;1;28;ECC;AL OUMA OPTIC;MA;93000;TETOUAN;1;0;2;7 786.00;7786;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591269;3808 - MULTI LENS;1-292;1;13;ECR;RIHAM NOUR OPTIC;MA;30000;FES;1;0;2;560;560;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591268;3808 - MULTI LENS;1-292;1;13;ECR;SIM OPTIC;MA;30000;FES;1;0;2;490;490;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591267;3808 - MULTI LENS;1-292;1;4;ECR;GHIZLANE OPTIQUE;MA;23200;FQUIH BEN SALAH;1;0;2;434;434;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591263;3808 - MULTI LENS;1-292;1;4;ECR;HABIB OPTIC;MA;22000;AZILAL;1;0;2;300;300;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591256;3808 - MULTI LENS;1-292;1;27;ECR;OPTYS;MA;90000;TANGER;1;0;2;432;432;25/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591254;3808 - MULTI LENS;1-292;1;27;ECR;LEMRABET OPTIQUE;MA;90000;TANGER;1;0;2;992;992;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591255;3808 - MULTI LENS;1-292;1;27;ECR;FLORENCIA OPT;MA;90000;TANGER;1;0;2;490;490;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591279;3808 - MULTI LENS;1-292;1;17;ECR;NADOR OPTIQUE;MA;62000;NADOR;1;0;2;511;511;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591274;3808 - MULTI LENS;1-292;1;17;ECR;CABINET D OPTIQUE TOKYO;MA;62000;NADOR;1;0;2;243;243;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;1013591253;3808 - MULTI LENS;1-292;1;17;ECR;LAMALMI OPTIQUE;MA;62000;NADOR;1;0;2;912;912;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427983;3808 - MULTI LENS;1-292;1;18;ECR;ESSALAM OP;MA;45000;OUARZAZATE;1;0;1.2;246.1;246.1;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427996;3808 - MULTI LENS;1-292;1;48;ECR;LUNETTE POUR TOUS;MA;54450;M RIRT;1;0;1.2;204.7;204.7;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427999;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;1.2;687.4;687.4;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013591252;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OP;MA;92000;LARACHE;1;0;1.2;710.66;710.66;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013428000;3808 - MULTI LENS;1-292;1;15;ECR;OPTIC IMI NIFRI DEMNAT;MA;22300;DEMNATE;1;0;1.2;150;150;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427994;3808 - MULTI LENS;1-292;1;114;ECR;ABDEL OPTIQUE;MA;14300;SOUK EL ARBAA DU RHARB;1;0;1.2;340;340;26/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427992;3808 - MULTI LENS;1-292;1;57;ECR;EL AMAL;MA;26000;SETTAT;1;0;1.2;685;685;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427981;3808 - MULTI LENS;1-292;1;27;ECR;NAJOUA OP;MA;90000;TANGER;1;0;1.2;520;520;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427979;3808 - MULTI LENS;1-292;1;16;ECR;OPTIMAD;MA;50000;MEKNES;1;0;1.2;354.5;354.5;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427989;3808 - MULTI LENS;1-292;1;13;ECR;AUCHAMPS OPTIQUE;MA;30000;FES;1;0;1.2;295;295;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427990;3808 - MULTI LENS;1-292;1;28;ECC;AL OUMA OPTIC;MA;93000;TETOUAN;1;0;1.2;1 213.00;1213;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1011288898;3808 - MULTI LENS;1-292;1;13;ECR;PRINCE OPTIQUE;MA;30000;FES;1;0;2;390;390;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427976;3808 - MULTI LENS;1-292;1;23;ECR;NOUR OPT;MA;46000;SAFI;1;0;2;434;434;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427975;3808 - MULTI LENS;1-292;1;78;ECR;IDBELLA OPTIC;MA;24000;EL JADIDA;1;0;2;390;390;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427977;3808 - MULTI LENS;1-292;1;8;ECR;SANAA OPTIC;MA;32000;AL HOCEIMA;1;0;2;225.2;225.2;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427984;3808 - MULTI LENS;1-292;1;10;ECR;TAAI OPTIVISION;MA;54350;MIDELT;1;0;2;190;190;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427978;3808 - MULTI LENS;1-292;1;10;ECR;RIAD OPTIQUE;MA;54350;MIDELT;1;0;2;266.9;266.9;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427980;3808 - MULTI LENS;1-292;1;10;ECR;ITQUANE OPT;MA;52000;ERRACHIDIA;1;0;2;373;373;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
21/12/2020;1013427973;3808 - MULTI LENS;1-292;1;18;ECR;OUARZAZATE VISION;MA;45000;OUARZAZATE;1;0;2;390;390;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427951;3808 - MULTI LENS;1-292;1;27;ECR;OPTYS;MA;90000;TANGER;1;0;2;1 300.00;1300;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427960;3808 - MULTI LENS;1-292;1;10;ECR;RIAD OPTIQUE;MA;54350;MIDELT;1;0;2;211.4;211.4;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427965;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;2;856.53;856.53;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427966;3808 - MULTI LENS;1-292;1;1-299;ECR;MANAR OPT;MA;26050;BEN AHMED;1;0;2;1 142.40;1142.4;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427961;3808 - MULTI LENS;1-292;1;48;ECR;LUNETTE POUR TOUS;MA;54450;M RIRT;1;0;2;171;171;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427957;3808 - MULTI LENS;1-292;1;18;ECR;OUARZAZATE VISION;MA;45000;OUARZAZATE;1;0;2;170;170;24/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427955;3808 - MULTI LENS;1-292;1;65;ECR;MOUTAOUAKIL OPTIQUE;MA;45800;TINGHIR;1;0;2;251;251;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
19/12/2020;1013427968;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OPTIQUE;MA;92000;LARACHE;1;0;2;51;51;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428745;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;2;861.5;861.5;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428742;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OPTIQUE;MA;92000;LARACHE;1;0;2;493.5;493.5;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428741;3808 - MULTI LENS;1-292;1;48;ECR;LUNETTE POUR TOUS;MA;54450;M RIRT;1;0;2;241.4;241.4;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428716;3808 - MULTI LENS;1-292;1;50;ECR;CONSEIL OPTIQUE;MA;25000;KHOURIBGA;1;0;2;332.5;332.5;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428725;3808 - MULTI LENS;1-292;1;78;ECR;FALORA OPT;MA;24000;EL JADIDA;1;0;2;250;250;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428728;3808 - MULTI LENS;1-292;1;114;ECR;OPTIQUE AL FAJR;MA;14000;KENITRA;1;0;2;219;219;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428723;3808 - MULTI LENS;1-292;1;10;ECR;RIAD OPTIQUE;MA;54350;MIDELT;1;0;2;428.46;428.46;21/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428722;3808 - MULTI LENS;1-292;1;65;ECR;MOUTAOUAKIL OPTIQUE;MA;45800;TINGHIR;1;0;2;472;472;21/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
18/12/2020;1013428717;3808 - MULTI LENS;1-292;1;17;ECR;CENTRE OPTIQUE;MA;62000;NADOR;1;0;2;117.5;117.5;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013428710;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;1.2;657;657;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013428702;3808 - MULTI LENS;1-292;1;59;ECR;CHRONO OP;MA;25060;BEJAAD;1;0;1.2;765.9;765.9;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013428707;3808 - MULTI LENS;1-292;1;32;ECR;SABRI OP;MA;53100;AZROU;1;0;1.2;2 633.00;2633;21/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013426200;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OP;MA;92000;LARACHE;1;0;1.2;71.4;71.4;18/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013426196;3808 - MULTI LENS;1-292;1;13;ECR;YASSAMINE OPTIC;MA;30000;FES;1;0;1.2;390;390;22/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
17/12/2020;1013426183;3808 - MULTI LENS;1-292;1;10;ECR;LE BON COIN OPT;MA;52000;ERRACHIDIA;1;0;2;315;315;21/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
16/12/2020;1013426179;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;1.2;1 039.20;1039.2;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
16/12/2020;1013426175;3808 - MULTI LENS;1-292;1;59;ECR;CHRONO OP;MA;25060;BEJAAD;1;0;1.2;422.9;422.9;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
16/12/2020;1013426177;3808 - MULTI LENS;1-292;1;65;ECR;MOUTAOUAKIL OP;MA;45800;TINGHIR;1;0;1.2;350;350;18/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
16/12/2020;1013426169;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OP;MA;92000;LARACHE;1;0;1.2;248.4;248.4;17/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
16/12/2020;1013425900;3808 - MULTI LENS;1-292;1;83;ECR;CASA ROSSI;MA;92000;LARACHE;1;0;1.2;278;278;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
15/12/2020;1013425885;3808 - MULTI LENS;1-292;1;48;ECR;OPTI COOL;MA;54000;KHENIFRA;1;0;2;863.3;863.3;19/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
15/12/2020;1013425864;3808 - MULTI LENS;1-292;1;65;ECR;MOUTAOUAKIL OPTIQUE;MA;45800;TINGHIR;1;0;2;617;617;17/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
15/12/2020;1013425858;3808 - MULTI LENS;1-292;1;65;ECR;MK OPTICAL;MA;45800;TINGHIR;1;0;2;156;156;17/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
12/12/2020;1013428094;3808 - MULTI LENS;1-292;1;65;ECR;MK OPTICAL;MA;45800;TINGHIR;1;0;1.2;300;300;15/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
12/12/2020;1013428102;3808 - MULTI LENS;1-292;1;65;ECR;TODGHA OP;MA;45800;TINGHIR;1;0;1.2;255.5;255.5;15/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
11/12/2020;1013428069;3808 - MULTI LENS;1-292;1;65;ECR;MOUTAOUAKIL OPTIQUE;MA;45800;TINGHIR;1;0;2;388.5;388.5;15/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
11/12/2020;1013428072;3808 - MULTI LENS;1-292;1;65;ECR;ALMOU OPT;MA;45800;TINGHIR;1;0;2;177;177;16/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
10/12/2020;1013428997;3808 - MULTI LENS;1-292;1;32;ECR;SABRI OPT;MA;53100;AZROU;1;0;2;2 362.50;2362.5;21/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
09/12/2020;1013428953;3808 - MULTI LENS;1-292;1;65;ECR;TODGHA OPTIQUE;MA;45800;TINGHIR;1;0;2;156;156;15/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
07/12/2020;1013426229;3808 - MULTI LENS;1-292;1;2;ECR;TILILA OPTIC;MA;80000;AGADIR;1;0;2;1 652.00;1652;23/12/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
04/02/2020;1012059987;3808 - MULTI LENS;1-292;1;18;ECR;ENNOUR OPTIC;MA;45000;OUARZAZATE;1;0;2;119.6;119.6;05/02/2020;05/01/2021;28/12/2020 // Réf: 224167;V20201890
31/01/2020;1011288843;3808 - MULTI LENS;1-292;1;83;ECR;IBTISSAM OPTIQUE;MA;92000;LARACHE;1;0;2;338.9;338.9;08/02/2020;05/01/2021;28/12/2020 // Réf: 224168;V20201890
17/01/2020;1012059945;3808 - MULTI LENS;1-292;1;16;ECR;AUDIGIER OPT;MA;50000;MEKNES;1;0;2;220;220;27/11/2020;05/01/2021;30/12/2020 // Réf: 224669;V20201896
22/12/2020;203923;3884 - AMCOVET;1;1;22;ECR;Dr HAIMAD AZDINE;MA;10000;RABAT;2;0;20;9 477.23;9477.23;24/12/2020;05/01/2021;30/12/2020 // Réf: 224724;V20201901
18/12/2020;203887;3884 - AMCOVET;1;1;23;ECR;Dr TALHI FAOUZI;MA;46000;SAFI;4;0;40;2 394.37;2394.37;24/12/2020;05/01/2021;30/12/2020 // Réf: 224724;V20201901
17/12/2020;203874;3884 - AMCOVET;1;1;13;ECR;Dr. RIDA Abdelmounaim;MA;30000;FES;3;0;30;3 001.13;3001.13;25/12/2020;05/01/2021;30/12/2020 // Réf: 224724;V20201901
23/12/2020;1013332812;3935 - OPTIBEN AGADIR;2;1;72;ECR;SLIMANE OPTIQUE;MA;70000;LAAYOUNE;1;0;2;780;780;24/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
23/12/2020;1013332816;3935 - OPTIBEN AGADIR;2;1;72;ECR;MEDICAL LAAYOUNE;MA;70000;LAAYOUNE;1;0;2;232.65;232.65;24/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
22/12/2020;1013332808;3935 - OPTIBEN AGADIR;2;1;72;ECR;SLIMANE OPTIC;MA;70000;LAAYOUNE;1;0;1.2;243.5;243.5;23/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
22/12/2020;1012877944;3935 - OPTIBEN AGADIR;2;1;72;ECR;MEDICAL;MA;70000;LAAYOUNE;1;0;1.2;465.8;465.8;23/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
22/12/2020;1013332809;3935 - OPTIBEN AGADIR;2;1;72;ECR;BEST OPTIC;MA;70000;LAAYOUNE;1;0;1.2;708.5;708.5;24/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
21/12/2020;1013332806;3935 - OPTIBEN AGADIR;2;1;290;ECR;CLINIC HAJOUJI;MA;85000;TIZNIT;1;0;1.2;700;700;22/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
21/12/2020;1013332807;3935 - OPTIBEN AGADIR;2;1;72;ECR;BEST OPTIC;MA;70000;LAAYOUNE;1;0;1.2;695;695;24/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
19/12/2020;1012877943;3935 - OPTIBEN AGADIR;2;1;73;ECR;OPTIC BENAMRAN;MA;73000;DAKHLA;1;0;1.2;400;400;21/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
19/12/2020;1012877947;3935 - OPTIBEN AGADIR;2;1;72;ECR;BEST OPTIC;MA;70000;LAAYOUNE;1;0;1.2;920.5;920.5;24/12/2020;05/01/2021;30/12/2020 // Réf: 224704;V20201899
